OBJECTID,JDMC,ATM,KTV,三星级酒店,专科医院,世界遗产,中介,中国菜,中学,乒乓球,二手车,五星级酒店,产业园,会展展览,住宅区,便利店,保险,保龄球,信息咨询中心,停车场,健身中心,充电站,免税店,公交站,公共事业,公厕,公司,公园,其他,其他能源站,写字楼,农家乐,农林牧渔,冰雪运动,别墅区,剧场,加气站,加油站,动物医疗,动物园,医药销售,博物馆,口岸,台球,咖啡,商业街,商住两用楼宇,四星级酒店,图书馆,地铁,培训单位,壁球,外国菜,天文馆,宗教,家居建材,家电数码,宿舍,小吃快餐,小学,工业大楼,工厂,市场,幼儿园,广场,广播电视,度假养老,彩票销售,急救中心,成人教育,户外健身场所,投资理财,摄影打印,收费站,文体用品,文化宫,新闻出版,旅馆,景点,服务区,档案馆,棋牌室,植物园,橄榄球,水上运动,水族馆,汽车养护,汽车租赁,汽车维修,汽车配件,汽车销售,洗浴推拿,洗衣,洗车,港口码头,游乐场,游泳,火车,物流,电影院,电讯营业厅,疾病预防,百货商场,社区中心,科技馆,科研单位,篮球,红色旅游,纪念馆,经济型连锁酒店,综合体育馆,综合医院,网吧,网球,美容理发,美术展览,羽毛球,职业技术教育,艺术团体,花鸟鱼虫,茶座,蛋糕甜品店,诊所,购物中心,超市,足球,跆拳道,轮渡,邮局,酒吧,银行,长途汽车,露营地,青旅,飞机,马术&赛马,驾校,高尔夫球,高等教育
320,桃源镇,2,2,1,1,0,4,121,1,0,1,0,5,0,12,79,0,0,0,4,0,0,0,39,1,10,272,3,268,0,2,1,14,0,0,0,0,5,2,0,20,0,0,1,0,1,0,0,1,0,10,0,0,0,2,82,18,0,22,3,0,67,19,7,2,1,0,3,0,0,0,0,1,2,6,3,0,9,0,0,0,0,0,0,0,0,3,0,9,19,0,3,0,0,0,0,1,0,35,0,6,1,0,0,0,6,0,1,0,0,0,2,0,0,37,0,0,0,0,2,2,12,9,0,11,2,0,0,1,0,8,0,0,0,0,0,3,0,0
321,雅瑶镇,9,4,0,10,0,26,198,5,0,20,0,12,0,33,139,12,0,0,62,5,6,1,42,1,35,399,4,666,0,7,2,13,0,3,0,1,10,4,0,29,0,0,2,7,1,1,1,1,0,27,0,4,0,6,162,38,1,46,5,0,61,38,10,5,0,1,5,0,0,0,1,6,4,4,2,0,29,9,2,1,1,1,0,0,0,28,3,35,29,55,16,3,3,0,3,5,0,32,1,13,0,7,0,0,3,0,1,2,0,1,8,2,0,80,0,1,0,0,7,6,25,14,1,18,0,1,0,1,9,11,2,0,0,0,0,2,0,0
322,笋岗街道,18,5,0,16,0,41,457,4,0,21,0,5,4,88,151,8,0,1,305,7,23,1,34,0,31,616,5,1466,0,69,0,0,0,0,0,1,2,1,0,48,2,0,1,21,2,4,1,2,12,39,0,15,0,1,725,70,5,107,4,0,5,68,11,7,0,0,16,0,1,0,1,34,0,35,1,1,14,0,0,1,5,0,0,0,0,61,3,60,142,66,21,6,3,0,2,3,0,94,1,12,5,7,2,0,6,1,0,0,3,1,9,4,1,82,0,5,1,0,47,8,52,11,2,15,1,1,0,3,10,15,0,0,4,0,1,3,0,0
323,四堡林场,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,三合镇,3,0,1,1,0,0,54,2,0,0,0,3,0,3,27,0,0,0,7,0,1,0,47,0,5,38,0,138,0,2,1,22,0,0,0,0,3,0,0,7,2,0,1,0,0,0,1,0,0,1,0,0,0,0,22,12,0,2,4,0,2,9,2,1,2,1,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,3,0,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,3,3,4,0,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0
325,冲蒌镇,4,0,0,4,0,0,45,1,0,0,0,3,1,2,31,1,0,0,1,0,1,0,31,0,5,55,1,113,0,0,0,13,0,0,0,0,3,0,0,4,0,0,0,1,0,1,0,1,0,2,0,0,0,1,28,14,1,4,3,0,5,8,1,1,1,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,2,3,6,1,2,0,0,1,0,0,0,0,10,0,5,0,1,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9,6,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0
326,北陡镇,2,1,1,1,0,0,67,3,0,0,0,0,0,8,33,0,0,0,6,0,0,0,36,1,7,11,0,216,0,0,0,4,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36,11,0,7,3,0,1,20,2,0,0,3,1,0,0,0,0,3,2,1,3,0,45,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,2,0,6,4,0,4,0,0,0,2,2,1,0,1,1,0,0,0,0,0
327,四九镇,4,0,0,1,0,0,71,3,0,1,0,3,0,7,64,2,0,1,4,0,0,0,31,1,7,125,2,158,0,3,8,26,0,0,0,0,2,1,0,5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,28,12,0,13,3,0,15,11,2,1,0,1,4,0,1,0,0,2,0,1,1,0,1,3,1,0,1,0,0,0,0,4,0,4,1,1,0,1,0,0,1,0,0,10,1,8,0,1,0,0,4,0,0,1,0,0,4,0,0,16,1,0,0,0,2,3,6,14,0,4,0,0,0,1,0,3,0,0,0,0,0,1,0,0
328,大江镇,9,0,0,6,0,4,84,4,0,0,0,0,0,14,98,2,0,0,6,0,1,0,32,1,11,188,2,293,0,4,1,9,0,0,0,0,7,1,0,26,2,0,0,0,0,1,0,0,0,4,0,0,0,6,160,29,0,25,9,0,62,17,5,0,1,0,4,0,0,0,0,4,4,3,0,0,3,2,0,0,0,0,0,1,0,3,0,8,19,5,2,0,1,3,0,1,0,14,0,13,0,3,0,0,1,0,0,6,0,1,5,0,0,26,0,1,0,0,0,4,16,13,3,8,1,0,0,3,0,8,0,0,0,0,0,0,0,0
329,川岛镇,2,0,5,0,0,0,39,1,0,0,1,0,0,0,8,0,0,0,2,0,0,0,2,0,2,6,1,156,0,0,0,7,0,0,0,0,4,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,2,4,4,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,2,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0
330,广海镇,5,2,0,1,0,5,106,1,1,0,0,0,0,10,55,2,0,0,19,0,6,1,41,0,10,45,4,226,0,4,0,13,0,0,0,0,7,0,1,9,0,0,0,1,0,0,0,1,0,5,0,1,0,3,67,24,1,16,5,0,9,47,4,1,1,1,3,0,1,0,1,3,4,3,0,0,4,5,1,0,0,0,0,0,0,2,0,7,5,0,4,1,0,4,1,0,0,10,0,7,0,2,0,0,0,1,0,0,0,0,4,3,0,37,0,0,1,0,1,1,14,9,0,4,0,0,0,2,2,6,1,0,0,0,0,0,0,0
331,斗山镇,5,0,0,7,0,0,32,3,0,0,0,0,1,2,30,0,0,0,7,0,0,0,67,0,5,44,4,155,0,5,1,9,0,0,0,0,6,0,0,13,0,0,1,0,2,0,0,0,0,1,0,1,0,3,38,19,1,4,6,0,7,8,5,3,1,0,2,0,1,0,0,1,6,3,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0,8,1,5,0,2,0,0,0,0,0,3,0,1,10,0,0,12,0,0,0,0,0,0,10,8,0,3,0,0,0,2,0,5,1,0,0,0,0,0,0,0
332,水步镇,6,3,0,4,0,2,128,2,0,1,0,11,0,12,79,2,0,1,18,0,3,0,29,1,12,200,1,313,0,8,1,12,0,0,0,0,3,1,0,11,2,0,2,2,0,1,1,2,0,8,0,2,0,4,92,22,1,23,8,0,29,26,4,2,0,2,10,0,2,0,0,2,2,4,3,0,6,4,0,0,0,0,0,0,0,9,2,4,4,3,8,0,0,0,3,0,0,23,0,9,0,1,0,0,2,0,0,5,0,0,2,1,0,28,0,0,0,0,1,12,14,16,1,12,0,2,0,2,0,6,0,0,0,0,0,2,0,0
333,华侨农场,0,0,0,0,0,0,2,1,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,2,7,0,16,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,台城街道,50,19,5,47,0,104,1047,17,2,32,2,9,5,171,819,22,0,4,228,12,33,0,207,5,59,994,15,3092,0,29,5,17,1,1,0,0,22,9,0,220,2,0,14,116,9,5,5,1,0,149,0,56,0,8,1036,321,3,229,19,0,64,326,50,4,1,5,59,1,2,0,3,50,4,54,8,4,31,6,1,1,1,0,0,0,2,95,29,127,67,74,84,10,7,0,5,14,2,183,4,59,7,18,1,1,7,0,2,8,2,5,24,13,0,432,4,4,12,6,47,28,248,42,5,55,0,3,0,14,37,67,6,1,0,0,0,12,0,2
335,汶村镇,3,1,0,3,0,2,33,3,0,0,0,0,0,0,25,3,0,0,0,0,3,0,17,1,1,21,0,118,0,2,0,10,0,0,0,0,4,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,28,5,0,10,8,0,4,22,2,0,1,1,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,2,1,0,0,3,0,8,1,0,0,0,0,0,1,0,0,0,3,0,0,5,0,0,0,0,1,0,8,4,0,7,0,0,0,2,0,4,4,0,0,0,0,0,0,0
336,海宴镇,4,2,0,2,0,2,56,3,0,0,0,1,0,6,33,2,0,0,5,0,1,0,44,1,4,39,3,191,0,1,2,22,0,0,0,0,3,1,0,12,0,0,2,0,0,0,0,0,0,3,0,0,0,2,59,14,0,11,5,0,14,22,3,0,1,0,1,0,0,0,0,1,6,4,0,0,11,1,0,0,0,0,0,0,0,3,2,6,2,0,4,0,0,2,2,0,0,9,1,6,0,1,0,0,2,0,1,2,0,0,4,0,0,23,0,0,0,2,1,0,14,10,0,5,0,0,0,2,3,4,2,0,0,0,0,1,0,0
337,深井镇,2,1,0,0,0,0,22,2,0,0,0,0,0,2,11,0,0,0,1,0,1,0,57,1,1,13,0,64,0,0,0,22,0,0,0,0,4,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,2,5,0,1,11,3,2,0,1,1,0,0,0,0,3,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0,8,7,0,7,0,0,0,1,0,3,1,0,0,0,0,0,0,0
338,白沙镇,4,0,0,7,0,0,43,5,0,0,0,1,0,8,53,1,0,0,6,0,0,0,85,2,3,63,2,118,0,3,1,4,0,0,0,0,7,0,0,10,0,0,0,0,2,1,1,0,0,0,0,0,0,1,37,10,0,10,6,0,8,10,3,0,1,3,5,0,1,0,0,5,2,1,0,0,0,2,1,0,0,0,0,0,0,3,2,6,1,0,1,0,0,1,0,0,0,7,0,12,1,0,0,0,1,0,0,0,0,1,2,0,0,12,0,0,0,0,0,1,8,11,0,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0
339,端芬镇,3,0,0,4,0,1,29,5,0,1,0,1,0,2,26,1,0,0,2,0,0,0,104,0,3,30,3,119,0,4,0,12,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,12,0,8,1,0,6,7,4,2,1,3,0,0,0,0,0,3,0,0,1,0,1,10,0,0,0,0,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,3,0,8,0,1,0,0,0,0,1,1,0,1,5,0,0,3,0,0,0,0,1,0,3,9,0,2,0,0,0,2,0,4,0,0,0,0,0,1,0,0
340,赤溪镇,5,4,1,0,0,0,86,2,0,0,0,1,0,8,44,0,0,0,17,0,1,0,36,1,3,62,3,182,0,3,1,14,0,0,0,0,3,0,0,12,0,0,1,1,0,0,1,1,0,3,0,0,0,0,60,27,3,13,4,0,3,36,2,0,2,3,4,0,0,0,0,2,4,0,0,0,18,1,2,0,0,0,0,1,0,4,0,7,2,1,2,0,0,0,0,0,0,2,0,5,0,3,0,0,1,0,0,0,0,0,5,0,0,29,0,1,0,0,1,1,22,6,0,12,0,0,0,2,2,4,2,0,0,0,0,0,0,0
341,塘口镇,3,0,0,0,1,0,33,1,0,0,0,0,1,3,16,0,0,2,7,0,4,0,47,1,7,23,1,132,0,1,2,9,0,1,0,0,4,1,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,5,0,3,3,0,4,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,1,1,0,0,1,0,0,4,0,0,0,0,0,0,1,10,0,3,0,0,0,1,0,2,0,2,0,0,0,0,0,0
342,长沙街道,22,7,1,17,0,72,495,6,1,22,1,6,1,69,321,12,0,1,114,12,13,2,112,2,16,365,4,1427,0,9,8,10,0,1,0,0,10,5,0,82,1,0,5,25,3,0,2,0,0,121,0,38,0,2,645,153,0,114,8,0,39,135,25,1,0,1,20,0,1,0,3,30,0,21,2,0,16,0,0,0,3,0,0,0,0,62,28,144,82,51,38,2,4,0,3,7,0,79,1,19,1,9,0,0,2,3,0,2,0,2,15,4,0,208,1,1,1,0,25,7,113,21,0,28,0,1,0,4,15,24,2,0,0,0,0,4,0,0
343,月山镇,4,0,0,5,0,6,92,2,0,0,0,3,0,2,71,0,0,0,6,0,1,0,45,1,2,102,0,183,0,1,2,15,0,0,0,0,1,0,0,15,0,0,1,0,1,0,0,0,0,6,0,0,0,2,50,21,0,19,5,0,26,10,5,0,1,0,3,0,0,0,0,3,4,2,1,0,2,0,2,0,1,0,0,0,0,5,0,3,2,0,2,1,1,0,1,0,0,6,0,10,0,1,1,0,1,0,1,2,0,0,2,1,0,24,0,0,0,0,1,0,20,12,0,8,0,0,0,0,0,6,1,0,0,0,0,1,0,0
344,水口镇,18,9,0,23,0,20,610,4,0,18,1,11,1,49,444,6,0,0,92,6,9,1,72,4,23,1191,3,2004,2,9,7,9,0,1,0,1,11,1,0,90,0,0,2,12,2,4,1,1,0,79,0,10,0,9,1659,138,4,111,18,0,316,142,31,1,3,4,26,0,0,0,3,34,2,24,5,0,27,3,0,0,4,0,0,0,0,42,11,98,50,36,50,5,6,1,1,4,0,163,2,26,1,6,0,0,4,2,0,3,1,1,7,3,0,203,1,0,1,0,16,9,72,29,0,39,0,1,0,2,7,22,1,0,0,0,0,18,0,0
345,沙塘镇,2,0,0,1,0,0,38,2,0,0,0,0,0,1,31,1,0,0,2,0,1,0,50,2,1,48,0,121,0,3,0,7,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,9,0,10,3,0,11,8,3,0,0,1,1,0,1,0,0,2,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,6,2,0,1,0,0,0,0,0,0,7,0,6,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,6,0,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0
346,翠山湖新区,2,0,0,0,0,0,17,1,0,0,0,7,0,3,13,0,0,0,7,0,3,0,21,0,1,97,1,68,0,1,1,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,4,1,7,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,8,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,4,0,0,3,0,0,0,2,1,0,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0
347,百合镇,3,0,0,0,1,0,39,1,0,0,0,2,0,2,25,0,0,1,2,0,1,0,33,0,5,47,0,70,0,1,3,7,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,21,4,0,10,3,0,9,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,3,6,0,4,0,0,0,1,0,1,0,0,0,0,0,2,0,0
348,滘北街道,8,5,0,3,0,25,168,1,1,7,0,3,0,41,109,5,0,1,120,3,1,0,29,0,9,279,4,682,0,17,0,0,0,0,3,0,3,1,0,28,0,0,3,22,1,3,0,3,0,67,0,17,0,1,387,86,0,30,2,0,15,60,11,0,0,0,14,0,0,0,1,7,0,4,4,0,6,0,0,0,8,0,0,0,0,20,4,19,19,4,22,0,4,0,2,1,0,31,0,5,0,3,0,0,1,1,1,0,0,1,1,5,0,80,0,0,2,1,6,4,50,13,0,15,0,1,0,1,1,8,0,0,0,0,0,0,0,0
349,蚬冈镇,2,0,0,1,0,1,15,2,0,0,0,1,0,1,10,0,0,1,2,0,1,0,31,0,1,14,1,41,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,7,1,0,4,1,0,5,2,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
350,深圳市宝安国际机场,8,0,2,0,0,0,105,0,1,0,0,3,2,13,57,0,0,13,42,1,15,3,29,0,125,109,2,348,0,11,0,0,0,0,0,1,2,1,0,9,1,0,1,13,0,0,2,3,17,9,0,4,0,0,9,18,1,32,1,0,3,20,3,0,0,0,2,0,0,0,1,4,0,6,0,0,9,0,0,0,0,0,0,2,0,1,8,1,0,0,5,2,1,1,0,0,8,198,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,23,0,0,0,0,3,1,15,3,0,9,0,0,0,1,1,5,1,0,0,21,0,1,1,0
351,南头街道,29,3,1,60,0,75,647,17,5,5,0,21,3,127,322,6,0,2,612,39,58,2,95,2,80,759,16,2123,0,75,0,2,0,0,3,3,6,12,0,118,3,0,6,59,9,20,4,9,26,303,0,37,0,3,295,93,8,179,11,0,12,200,29,3,0,0,27,0,8,0,2,55,1,54,4,2,31,6,0,1,10,2,0,0,0,34,4,99,26,103,55,13,10,1,10,4,0,107,3,24,5,8,7,1,7,11,2,0,5,4,47,7,2,254,3,4,3,1,105,29,127,44,4,38,1,9,0,6,24,35,2,0,2,0,1,11,0,6
352,桃源街道,41,12,1,41,0,72,938,11,3,92,4,61,4,163,354,4,0,2,577,46,53,2,102,0,91,1116,19,2522,1,83,6,12,0,1,3,1,5,16,11,104,0,0,4,41,4,11,4,12,43,276,0,45,0,3,240,106,17,281,11,2,6,179,48,3,1,1,32,0,2,0,1,55,0,57,5,1,52,6,0,0,12,0,0,0,1,48,11,63,30,113,76,19,13,1,10,8,0,145,4,29,11,8,2,1,15,8,0,0,9,2,14,13,4,310,0,6,1,0,56,26,146,43,3,48,7,5,0,11,21,31,0,0,3,0,0,23,4,67
353,沙河街道,45,6,3,46,0,84,585,13,2,1,3,20,10,145,175,7,1,2,640,55,65,2,101,0,183,1144,12,2732,0,106,0,3,2,5,11,0,4,11,0,58,2,0,0,92,8,8,2,6,38,267,2,81,0,9,271,108,8,213,7,0,3,91,28,22,0,0,17,0,2,1,15,50,2,46,3,0,35,8,0,0,7,0,0,3,1,21,6,14,2,18,44,27,6,1,39,16,0,54,9,8,1,14,0,0,11,7,0,0,9,10,10,6,7,272,5,4,0,1,43,31,117,27,15,31,4,7,0,3,33,52,0,0,11,0,0,13,12,8
354,蛇口街道,46,5,1,91,0,99,623,13,2,1,0,10,3,192,292,4,0,0,533,79,30,2,58,1,78,409,25,2056,1,55,0,2,1,2,2,0,5,15,1,123,4,3,1,66,5,9,4,2,19,396,0,81,0,0,148,82,5,145,7,1,2,151,44,5,0,1,20,1,2,0,6,33,0,35,1,0,29,4,0,0,5,0,0,0,4,25,8,25,12,24,110,25,11,3,7,8,0,68,2,17,5,19,1,0,2,3,1,0,6,4,19,7,1,395,2,2,0,3,51,29,111,52,6,43,4,6,0,5,46,44,1,0,0,0,0,3,2,1
355,西丽街道,17,8,1,23,0,32,913,7,0,8,0,159,1,88,371,1,0,1,439,33,57,2,142,0,59,2127,14,2042,0,110,15,41,0,2,3,1,3,3,2,83,3,0,5,39,6,4,1,5,8,134,0,44,0,3,278,78,29,306,4,2,48,104,16,6,0,7,16,0,4,0,2,42,7,29,0,0,61,1,0,0,13,0,0,0,2,28,14,48,15,17,37,8,7,1,4,2,1,160,6,26,3,2,0,0,14,13,0,0,6,5,25,15,1,200,1,5,0,2,96,19,113,28,1,34,3,1,0,4,26,15,1,0,2,1,0,28,2,19
356,新安街道,98,25,5,211,0,316,2772,25,9,15,1,93,5,472,1101,15,1,6,1655,142,115,4,210,1,220,3199,27,8195,0,312,1,5,1,4,5,0,9,42,0,417,3,0,26,104,20,35,12,9,42,1014,0,142,0,8,2461,501,24,694,15,2,34,549,98,5,2,3,96,0,3,1,35,169,2,190,12,3,181,3,0,1,33,0,0,0,0,172,27,209,198,95,267,52,39,2,19,12,0,303,15,75,21,33,7,0,12,13,0,2,23,10,51,45,7,1248,6,8,1,1,188,72,482,131,21,160,4,18,0,10,89,110,5,1,8,1,0,51,2,3
357,梅沙街道,5,2,4,1,0,12,177,5,0,0,4,0,3,41,79,0,0,1,155,3,31,0,42,0,110,34,9,683,0,3,0,1,0,9,8,0,1,1,0,5,0,0,1,6,2,0,10,2,2,16,0,8,0,5,5,2,4,33,1,0,0,4,3,9,0,3,1,0,1,0,0,5,0,10,1,0,22,18,0,0,1,2,0,4,5,1,2,3,0,0,5,1,1,1,17,2,0,11,2,1,1,2,0,1,1,0,0,0,8,3,3,1,1,12,2,0,1,0,3,6,10,5,4,12,1,1,0,2,6,1,0,0,0,0,0,1,2,0
358,民治街道,51,18,1,97,0,296,2282,13,6,10,1,57,3,266,760,7,0,1,978,148,120,1,187,0,149,2133,24,6317,1,174,0,4,2,8,6,0,7,28,0,328,0,0,16,100,13,17,6,17,39,916,0,96,0,2,1016,245,5,706,14,0,14,392,84,10,1,0,55,0,3,0,20,162,0,123,0,0,146,1,2,0,57,0,0,0,1,75,44,94,55,47,231,47,26,2,15,19,93,448,11,58,20,39,2,1,14,20,0,2,28,7,23,65,4,1076,4,4,0,3,165,70,399,104,15,143,4,12,0,10,60,62,1,0,19,0,0,35,0,1
359,南园街道,37,11,4,43,0,47,619,2,2,0,0,0,1,72,235,4,0,0,357,19,22,1,26,0,47,1330,2,1886,0,107,0,2,1,0,1,0,2,0,0,55,1,0,8,25,5,17,2,5,21,136,0,40,0,4,126,975,7,173,5,0,11,85,14,2,0,0,26,0,0,0,15,41,0,42,0,1,20,1,0,0,14,0,0,0,0,5,2,4,0,12,42,9,0,0,3,0,0,134,5,15,3,20,2,2,10,3,0,0,4,3,10,10,0,187,3,0,0,2,28,18,122,28,14,38,0,4,0,2,22,44,0,0,0,0,0,7,0,3
360,龙华街道,56,21,3,90,0,198,3026,13,3,24,2,203,3,309,1151,16,0,2,996,83,83,4,152,0,118,3158,12,6588,0,249,1,6,1,14,1,0,5,26,0,359,4,0,41,54,19,25,8,10,17,595,0,97,0,3,1073,437,22,889,13,0,68,540,62,8,1,3,77,0,4,1,23,151,6,114,2,0,265,2,0,0,41,0,0,0,0,99,31,110,85,73,221,38,35,1,9,12,0,473,14,68,20,51,0,0,6,14,0,1,23,4,34,164,3,952,4,5,2,3,135,52,379,86,13,137,2,17,0,15,75,47,2,0,20,0,1,70,1,2
361,海山街道,17,3,0,15,0,21,181,1,0,0,0,4,1,46,92,2,0,0,118,15,13,0,26,1,31,62,9,556,0,17,0,1,0,2,1,0,0,4,0,21,0,0,0,9,0,6,1,3,4,87,0,14,0,0,62,22,2,47,2,0,0,43,5,1,3,0,11,0,0,0,4,8,0,10,4,0,2,1,0,1,6,0,0,0,0,1,1,4,3,1,17,6,2,0,5,1,0,18,1,8,4,6,1,0,0,5,0,0,2,0,5,3,1,82,0,1,0,0,12,4,34,12,2,7,0,3,0,1,7,15,1,0,1,0,0,6,0,0
362,盐田街道,10,6,2,6,0,26,257,5,0,14,0,21,1,88,173,1,0,0,236,7,30,0,63,0,38,370,14,669,0,51,0,3,0,0,0,2,5,1,0,34,0,0,1,3,0,5,0,4,21,40,0,9,0,1,104,40,6,94,4,0,5,75,11,1,0,1,11,0,2,0,0,11,0,13,0,0,6,1,0,0,3,0,0,0,1,12,2,48,57,42,15,3,4,6,0,4,0,152,0,9,3,4,0,0,3,1,0,0,1,0,14,4,1,63,0,0,0,0,6,1,25,6,1,14,0,1,1,1,4,10,0,0,0,0,0,9,0,1
363,沙头角街道,3,5,1,3,0,10,68,0,0,0,0,1,0,45,81,1,0,0,74,1,2,0,19,0,23,88,3,280,0,13,0,1,0,1,0,0,2,0,0,21,0,4,1,2,1,1,0,2,5,20,0,0,0,1,42,19,6,22,5,1,1,11,7,0,0,0,5,0,1,0,0,8,0,5,0,0,5,2,0,0,1,0,0,0,1,12,1,11,4,4,6,0,1,0,0,1,0,18,0,2,1,0,1,0,0,2,0,1,1,1,1,1,0,34,0,1,0,0,3,2,9,3,1,3,0,1,0,3,2,4,0,0,0,0,0,1,0,2
364,华富街道,11,2,0,18,0,31,131,4,2,0,0,3,2,53,63,8,0,0,239,11,25,0,37,0,68,301,6,648,0,43,0,0,0,0,3,0,0,0,0,26,0,0,0,16,1,5,1,1,25,115,0,21,0,1,34,25,3,40,4,2,0,29,8,1,0,0,3,0,5,1,17,19,0,16,1,1,3,2,0,0,2,2,0,0,0,16,4,18,5,19,14,4,0,0,2,7,0,23,2,0,3,6,0,1,6,4,0,3,4,0,6,1,4,81,1,3,4,1,10,13,17,16,2,16,1,2,0,1,7,16,0,0,0,0,0,5,0,4
365,沙头街道,64,11,1,64,0,81,915,6,3,1,4,23,5,163,280,20,0,4,752,68,88,0,87,0,94,1577,9,2536,0,153,0,0,1,1,3,0,6,7,0,84,2,0,4,69,12,10,1,11,42,222,0,83,0,12,253,96,3,261,10,0,1,116,16,18,0,3,14,0,3,0,30,79,4,56,2,0,40,7,0,0,13,0,0,0,0,29,10,38,11,52,71,27,7,2,10,11,0,119,5,19,14,13,2,0,18,6,0,0,10,6,22,8,5,378,1,2,0,0,65,39,149,45,2,40,5,1,0,8,55,84,1,0,0,0,0,27,4,0
